geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
74643,-16.67123959,-49.24669239,goiania,GO
74691,-16.55886753,-49.28662169,goiania,GO
74633,-16.668048,-49.2366185,goiania,GO
74690,-16.60805121,-49.25130337,goiania,GO
74635,-16.66021316,-49.23558548,goiania,GO
74610,-16.674789,-49.2410465,goiania,GO
74645,-16.66290588,-49.248305,goiania,GO
74620,-16.66367606,-49.22650591,goiania,GO
74603,-16.68656622,-49.23920012,goiania,GO
74670,-16.63370242,-49.23814514,goiania,GO
74670,-16.64561792,-49.24190603,goiania,GO
74673,-16.6482135,-49.23789975,goiania,GO
74650,-16.65335004,-49.24487769,goiania,GO
74670,-16.64488091,-49.2400084,goiania,GO
74645,-16.662396,-49.2463025,goiania,GO
74674,-16.64046881,-49.22612606,goiania,GO
74663,-16.63259745,-49.25399566,goiania,GO
74673,-16.64967901,-49.22558008,goiania,GO
74640,-16.68109507,-49.24563306,goiania,GO
74674,-16.6348575,-49.22555175,goiania,GO
74650,-16.65240446,-49.24270319,goiania,GO
74610,-16.67558757,-49.23675352,goiania,GO
74605,-16.673466,-49.2475805,goiania,GO
74650,-16.65402217,-49.24241252,goiania,GO
74673,-16.64519906,-49.23538631,goiânia,GO
74690,-16.60960678,-49.27814693,goiânia,GO
74650,-16.65291522,-49.24315689,goiania,GO
74683,-16.610259,-49.219658,goiania,GO
74635,-16.66188727,-49.24094802,goiania,GO
74655,-16.650903,-49.251167,goiania,GO
74672,-16.6360545,-49.23250425,goiania,GO
74610,-16.67338264,-49.23521374,goiania,GO
74663,-16.6404136,-49.25463167,goiania,GO
74675,-16.61617623,-49.21464013,goiania,GO
74650,-16.65235563,-49.24099845,goiania,GO
74645,-16.671297,-49.2372485,goiania,GO
74665,-16.61894299,-49.2563924,goiania,GO
74673,-16.64519906,-49.23538631,goiânia,GO
74643,-16.67116282,-49.24579648,goiania,GO
74610,-16.6699946,-49.22719489,goiania,GO
74680,-16.72335809,-49.31200469,goiania,GO
74650,-16.65599031,-49.24084905,goiania,GO
74630,-16.662684,-49.226858,goiania,GO
74670,-16.64248378,-49.24513589,goiania,GO
74635,-16.66188727,-49.24094802,goiania,GO
74675,-16.62278467,-49.21019631,goiania,GO
74673,-16.64913,-49.232546,goiânia,GO
74690,-16.60741451,-49.23941135,goiânia,GO
74645,-16.671297,-49.2372485,goiania,GO
74605,-16.675488,-49.24748925,goiania,GO
74670,-16.6372702,-49.2441743,goiania,GO
74685,-16.618952,-49.24342225,goiania,GO
74663,-16.63259745,-49.25399566,goiania,GO
74605,-16.673466,-49.2475805,goiania,GO
74663,-16.62757841,-49.24555579,goiania,GO
74653,-16.65572694,-49.25173268,goiania,GO
74655,-16.650552,-49.251734,goiania,GO
74605,-16.68143125,-49.23686654,goiania,GO
74605,-16.68143125,-49.23686654,goiânia,GO
74605,-16.67345398,-49.24656357,goiânia,GO
74650,-16.65718861,-49.24635373,goiania,GO
74610,-16.674789,-49.2410465,goiania,GO
74663,-16.63259745,-49.25399566,goiania,GO
74650,-16.653186,-49.24400175,goiania,GO
74674,-16.64464414,-49.22918245,goiania,GO
74672,-16.56173854,-49.28415504,goiânia,GO
74640,-16.66554974,-49.24558108,goiânia,GO
74605,-16.67251641,-49.2473462,goiania,GO
74663,-16.63259745,-49.25399566,goiania,GO
74680,-16.6117581,-49.19089334,goiania,GO
74635,-16.65898305,-49.24166081,goiania,GO
74655,-16.65262548,-49.25360591,goiania,GO
74650,-16.65235563,-49.24099845,goiânia,GO
74655,-16.650903,-49.251167,goiania,GO
74645,-16.66243062,-49.25200139,goiania,GO
74635,-16.65982695,-49.24026319,goiania,GO
74673,-16.64831473,-49.23454813,goiania,GO
74690,-16.59621696,-49.25778228,goiânia,GO
74605,-16.678695,-49.247621,goiania,GO
74684,-16.611744,-49.2236135,goiania,GO
74672,-16.63155384,-49.23146881,goiania,GO
74675,-16.62307314,-49.21117946,goiania,GO
74603,-16.68481457,-49.23733434,goiania,GO
74645,-16.671297,-49.2372485,goiania,GO
74605,-16.67410299,-49.24572631,goiania,GO
74610,-16.677372,-49.2375545,goiânia,GO
74635,-16.66188727,-49.24094802,goiania,GO
74674,-16.64132815,-49.23034978,goiania,GO
74684,-16.59832089,-49.21052798,goiania,GO
74653,-16.65649638,-49.2515996,goiania,GO
74640,-16.6664268,-49.23735992,goiania,GO
74645,-16.65964708,-49.24513696,goiania,GO
74670,-16.63581318,-49.24293474,goiânia,GO
74684,-16.59725213,-49.20634628,goiania,GO
74645,-16.66243062,-49.25200139,goiania,GO
74605,-16.675488,-49.24748925,goiania,GO
74645,-16.6628706,-49.24853536,goiania,GO
74684,-16.611744,-49.2236135,goiania,GO
74635,-16.66188727,-49.24094802,goiania,GO
74663,-16.63259745,-49.25399566,goiania,GO
74690,-16.60115802,-49.25815931,goiania,GO
74650,-16.656825,-49.2367265,goiania,GO
74615,-16.67848028,-49.23416099,goiania,GO
74674,-16.64143836,-49.23271014,goiânia,GO
74615,-16.67311513,-49.23039805,goiania,GO
74643,-16.669542,-49.247828,goiania,GO
74610,-16.67211705,-49.23595646,goiania,GO
74675,-16.62526045,-49.22177819,goiânia,GO
74672,-16.63167969,-49.23658666,goiania,GO
74605,-16.67155444,-49.24665689,goiania,GO
74645,-16.66290588,-49.248305,goiania,GO
74610,-16.677372,-49.2375545,goiania,GO
74620,-16.66807574,-49.22605848,goiania,GO
74620,-16.66490387,-49.22216031,goiania,GO
74603,-16.68572082,-49.23604334,goiânia,GO
74610,-16.67832908,-49.23703098,goiânia,GO
74605,-16.678245,-49.246811,goiânia,GO
74665,-16.621614,-49.2597045,goiania,GO
74692,-16.57115913,-49.27731542,goiânia,GO
74643,-16.66716065,-49.24635503,goiania,GO
74663,-16.63260271,-49.25399622,goiania,GO
74603,-16.66774491,-49.24421351,goiania,GO
74620,-16.66660665,-49.22154033,goiania,GO
74680,-16.61170649,-49.19086442,goiania,GO
74650,-16.65599987,-49.2438836,goiania,GO
74610,-16.6720658,-49.24182221,goiania,GO
74690,-16.71684349,-49.24309196,goiania,GO
74610,-16.677372,-49.2375545,goiania,GO
74673,-16.64539304,-49.23626581,goiania,GO
74615,-16.6773955,-49.2342131,goiania,GO
74663,-16.63260271,-49.25399622,goiania,GO
74685,-16.62216949,-49.24216258,goiania,GO
74673,-16.64789534,-49.23021206,goiania,GO
74655,-16.650552,-49.251734,goiania,GO
74620,-16.67188485,-49.22969253,goiânia,GO
74674,-16.641669,-49.231754,goiania,GO
74610,-16.677372,-49.2375545,goiania,GO
74630,-16.67030705,-49.23229998,goiania,GO
74665,-16.62109185,-49.25171173,goiania,GO
74691,-16.58349656,-49.28289986,goiania,GO
74675,-16.62143,-49.21292917,goiânia,GO
74660,-16.64385781,-49.25908902,goiania,GO
74672,-16.63771315,-49.23775441,goiania,GO
74610,-16.67473051,-49.23555,goiania,GO
74610,-16.677372,-49.2375545,goiânia,GO
74650,-16.65718434,-49.24507389,goiânia,GO
74683,-16.60925054,-49.22851125,goiania,GO
74650,-16.65648826,-49.24425961,goiania,GO
74691,-16.56688148,-49.293441,goiania,GO
74675,-16.62130971,-49.22658469,goiania,GO
74675,-16.62289,-49.21815349,goiânia,GO
74663,-16.62568057,-49.24346079,goiania,GO
74643,-16.67136949,-49.24665291,goiania,GO
74680,-16.77459046,-49.35551911,goiania,GO
74663,-16.66460842,-49.42022577,goiania,GO
74685,-16.72786691,-49.33206225,goiânia,GO
74663,-16.63260271,-49.25399622,goiania,GO
74672,-16.63155384,-49.23146881,goiania,GO
74690,-16.59767535,-49.25479052,goiania,GO
74645,-16.671297,-49.2372485,goiânia,GO
74620,-16.66555909,-49.22253837,goiânia,GO
74683,-16.61400539,-49.22375306,goiania,GO
74620,-16.66773974,-49.22720994,goiania,GO
74605,-16.67310673,-49.24685344,goiania,GO
74672,-16.63817275,-49.23821037,goiania,GO
74663,-16.63033557,-49.25239178,goiania,GO
74650,-16.65240446,-49.24270319,goiania,GO
74670,-16.64073,-49.2344595,goiania,GO
74663,-16.62958747,-49.25030855,goiania,GO
74670,-16.64165942,-49.23515845,goiânia,GO
74680,-16.60715081,-49.19939932,goiania,GO
74620,-16.66835293,-49.23014896,goiania,GO
74650,-16.65235563,-49.24099845,goiânia,GO
74635,-16.65982695,-49.24026319,goiania,GO
74691,-16.5894655,-49.28242081,goiania,GO
74650,-16.658319,-49.237703,goiânia,GO
74680,-16.61347237,-49.19701941,goiania,GO
74691,-16.57690111,-49.24091664,goiânia,GO
74660,-16.64700109,-49.25917683,goiania,GO
74670,-16.64248378,-49.24513589,goiânia,GO
74605,-16.673466,-49.2475805,goiania,GO
74682,-16.5076875,-49.437324,goiania,GO
74690,-16.58567041,-49.25936943,goiania,GO
74650,-16.65636246,-49.24455991,goiânia,GO
74685,-16.62286179,-49.24282843,goiânia,GO
74683,-16.6142672,-49.21985098,goiania,GO
74620,-16.67082596,-49.23147831,goiania,GO
74674,-16.64198366,-49.22466965,goiania,GO
74672,-16.63267232,-49.23009702,goiania,GO
74683,-16.60970508,-49.21990084,goiânia,GO
74645,-16.66030731,-49.24234009,goiania,GO
74672,-16.63345603,-49.23331777,goiania,GO
74603,-16.68481457,-49.23733434,goiania,GO
74610,-16.67246384,-49.23994016,goiania,GO
74683,-16.60746266,-49.2097801,goiania,GO
74650,-16.653186,-49.24400175,goiania,GO
74610,-16.677372,-49.2375545,goiania,GO
74630,-16.66376992,-49.23375429,goiania,GO
74650,-16.65636246,-49.24455991,goiania,GO
74635,-16.66116047,-49.24097751,goiânia,GO
74663,-16.62995812,-49.25260461,goiânia,GO
74673,-16.64519906,-49.23538631,goiânia,GO
74705,-16.67102264,-49.21864906,goiania,GO
74740,-16.6859147,-49.2058532,goiania,GO
74730,-16.69462634,-49.20879619,goiania,GO
74703,-16.66439152,-49.2052233,goiania,GO
74710,-16.67434782,-49.21671332,goiania,GO
74730,-16.69030735,-49.21078482,goiania,GO
74705,-16.6657717,-49.2152875,goiânia,GO
74710,-16.67630984,-49.21634502,goiânia,GO
74786,-16.63743,-49.17442792,goiania,GO
74781,-16.64915533,-49.2005479,goiania,GO
74710,-16.67420074,-49.2128938,goiania,GO
74785,-16.639707,-49.186214,goiania,GO
74785,-16.650219,-49.179581,goiânia,GO
74710,-16.67039885,-49.21334697,goiania,GO
74785,-16.64723448,-49.18226659,goiania,GO
74730,-16.69294637,-49.21290188,goiania,GO
74720,-16.68900308,-49.21824786,goiania,GO
74723,-16.69604559,-49.21715715,goiania,GO
74705,-16.67102264,-49.21864906,goiania,GO
74765,-16.54501907,-49.40268725,goiania,GO
74705,-16.67961429,-49.22683669,goiania,GO
74710,-16.67755839,-49.21538516,goiania,GO
74715,-16.727571,-49.3284285,goiania,GO
74775,-16.64882899,-49.20904217,goiania,GO
74705,-16.66754923,-49.21667201,goiania,GO
74735,-16.68095471,-49.20636797,goiania,GO
74720,-16.6857885,-49.22005725,goiania,GO
74780,-16.65046592,-49.19273855,goiania,GO
74705,-16.6778479,-49.21454482,goiania,GO
74740,-16.69229014,-49.20600891,goiania,GO
74786,-16.63743,-49.17442792,goiânia,GO
74730,-16.75671193,-49.35069608,goiania,GO
74770,-16.65944569,-49.17943083,goiania,GO
74770,-16.65964148,-49.1877965,goiania,GO
74710,-16.67786006,-49.21749818,goiania,GO
74740,-16.68241652,-49.20170829,goiania,GO
74723,-16.69310245,-49.22278029,goiania,GO
74770,-16.6632885,-49.1861745,goiania,GO
74715,-16.69423599,-49.2293535,goiânia,GO
74770,-16.65821418,-49.17790807,goiania,GO
74730,-16.69171395,-49.21172997,goiania,GO
74740,-16.6859147,-49.2058532,goiania,GO
74705,-16.67507997,-49.21774371,goiânia,GO
74703,-16.6593939,-49.27781564,goiania,GO
74769,-16.65398671,-49.18507211,goiania,GO
74713,-16.68041554,-49.22219187,goiânia,GO
74715,-16.68911878,-49.23116263,goiania,GO
74780,-16.64761528,-49.19539686,goiania,GO
74770,-16.66193978,-49.18689147,goiânia,GO
74766,-16.665762,-49.177214,goiania,GO
74730,-16.695651,-49.212413,goiania,GO
74765,-16.66524715,-49.19133864,goiania,GO
74770,-16.66278426,-49.18196137,goiania,GO
74710,-16.67288227,-49.21458125,goiania,GO
74715,-16.68544541,-49.22434062,goiania,GO
74785,-16.648257,-49.1871545,goiania,GO
74730,-16.68727032,-49.20819012,goiania,GO
74780,-16.65033318,-49.19720517,goiania,GO
74715,-16.68688742,-49.22264948,goiania,GO
74705,-16.66872431,-49.21968184,goiânia,GO
74765,-16.66580868,-49.19059274,goiania,GO
