geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
26535,-22.79664669,-43.41639398,nilopolis,RJ
26574,-22.77585358,-43.4038768,mesquita,RJ
26525,-22.8146085,-43.41509775,nilopolis,RJ
26535,-22.80019824,-43.41014197,nilopolis,RJ
26530,-22.79955283,-43.41926264,nilopolis,RJ
26551,-22.78326989,-43.42320185,mesquita,RJ
26551,-22.77759731,-43.42888573,mesquita,RJ
26510,-22.81553235,-43.42277219,nilopolis,RJ
26525,-22.80735631,-43.42514042,nilopolis,RJ
26582,-22.79417619,-43.41757662,mesquita,RJ
26550,-22.76776192,-43.4336825,mesquita,RJ
26526,-22.80520091,-43.42055035,nilopolis,RJ
26585,-22.79988461,-43.4405848,mesquita,RJ
26585,-22.80224943,-43.43471583,mesquita,RJ
26535,-22.80679308,-43.41307685,nilopolis,RJ
26553,-22.78605723,-43.43416329,mesquita,RJ
26551,-22.78564677,-43.42524416,mesquita,RJ
26585,-22.80472391,-43.44426335,mesquita,RJ
26520,-22.80763427,-43.43334557,nilopolis,RJ
26553,-22.7876218,-43.43239687,mesquita,RJ
26530,-22.80275292,-43.41872524,nilopolis,RJ
26585,-22.7971667,-43.43399877,mesquita,RJ
26545,-22.81584863,-43.40754037,nilopolis,RJ
26564,-22.77128627,-43.41843381,mesquita,RJ
26587,-22.80137732,-43.43432097,mesquita,RJ
26520,-22.80952789,-43.42386847,nilopolis,RJ
26585,-22.79826837,-43.44075718,mesquita,RJ
26530,-22.79907196,-43.41481243,nilopolis,RJ
26551,-22.77798807,-43.4279814,mesquita,RJ
26535,-22.80654199,-43.4126774,nilopolis,RJ
26562,-22.77253101,-43.41966002,mesquita,RJ
26556,-22.77394451,-43.43533615,mesquita,RJ
26557,-22.76943654,-43.43563187,mesquita,RJ
26520,-22.80967267,-43.4228265,nilopolis,RJ
26580,-22.78724208,-43.41543999,mesquita,RJ
26510,-22.81909846,-43.41824097,nilopolis,RJ
26570,-22.77882484,-43.41597285,mesquita,RJ
26520,-22.8129453,-43.42361749,nilópolis,RJ
26574,-22.77629454,-43.40291692,mesquita,RJ
26530,-22.80457139,-43.41533224,nilópolis,RJ
26525,-22.80089436,-43.42231594,nilópolis,RJ
26551,-22.77660341,-43.42592849,mesquita,RJ
26551,-22.77932879,-43.42911114,mesquita,RJ
26557,-22.7689705,-43.43572503,mesquita,RJ
26525,-22.80524329,-43.42506518,nilopolis,RJ
26510,-22.81531509,-43.41444352,nilopolis,RJ
26515,-22.81801437,-43.42403286,nilopolis,RJ
26525,-22.80215967,-43.42628069,nilopolis,RJ
26520,-22.81218311,-43.43018867,nilopolis,RJ
26530,-22.80353675,-43.41835055,nilopolis,RJ
26553,-22.77244002,-43.4392559,mesquita,RJ
26574,-22.77697098,-43.39979143,mesquita,RJ
26574,-22.78018557,-43.40125845,mesquita,RJ
26560,-22.77243905,-43.42249376,mesquita,RJ
26525,-22.80007597,-43.42380738,nilopolis,RJ
26530,-22.79890362,-43.41526082,nilopolis,RJ
26572,-22.78526577,-43.41257449,mesquita,RJ
26553,-22.77055945,-43.43592069,mesquita,RJ
26562,-22.76633235,-43.42518008,mesquita,RJ
26585,-22.79709984,-43.43580917,mesquita,RJ
26580,-22.78807106,-43.42498968,mesquita,RJ
26587,-22.80503233,-43.43944861,mesquita,RJ
26540,-22.8096843,-43.41287377,nilopolis,RJ
26540,-22.81387863,-43.41137519,nilopolis,RJ
26582,-22.78989605,-43.41550827,mesquita,RJ
26535,-22.80019089,-43.40601476,nilopolis,RJ
26556,-22.77825554,-43.43639101,mesquita,RJ
26556,-22.77568987,-43.4351037,mesquita,RJ
26535,-22.79835275,-43.41125336,nilopolis,RJ
26510,-22.81845566,-43.41068059,nilopolis,RJ
26582,-22.79180499,-43.41488092,mesquita,RJ
26510,-22.81738583,-43.42749011,nilopolis,RJ
26585,-22.80530525,-43.44275567,mesquita,RJ
26550,-22.76736204,-43.43082997,mesquita,RJ
26574,-22.77987315,-43.40006839,mesquita,RJ
