geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
88058,-27.45008549,-48.40026275,florianopolis,SC
88070,-27.59719043,-48.58294017,florianópolis,SC
88095,-27.58227961,-48.58985233,florianopolis,SC
88010,-27.59603053,-48.55294802,florianópolis,SC
88010,-27.59326163,-48.55875453,florianopolis,SC
88015,-27.59171048,-48.55019316,florianopolis,SC
88015,-27.58772814,-48.5482243,florianopolis,SC
88020,-27.59598577,-48.54618547,florianópolis,SC
88040,-27.60938193,-48.52161979,florianopolis,SC
88065,-27.68138597,-48.51067398,florianopolis,SC
88010,-27.59656323,-48.54851528,florianopolis,SC
88052,-27.45347923,-48.45176087,florianopolis,SC
88065,-27.69417446,-48.50733114,florianópolis,SC
88025,-27.58235992,-48.543672,florianopolis,SC
88063,-27.67869908,-48.48858754,florianopolis,SC
88090,-27.59027505,-48.59645927,florianopolis,SC
88048,-27.64441002,-48.47653363,florianópolis,SC
88015,-27.59311407,-48.55397492,florianopolis,SC
88034,-27.58333698,-48.50035603,florianopolis,SC
88075,-27.58917099,-48.57984037,florianopolis,SC
88053,-27.44208075,-48.48344902,florianopolis,SC
88070,-27.59340252,-48.58999181,florianopolis,SC
88020,-27.59514574,-48.54355712,florianopolis,SC
88040,-27.59732826,-48.52574613,florianopolis,SC
88066,-27.73823077,-48.50958345,florianopolis,SC
88015,-27.59138449,-48.55821401,florianópolis,SC
88054,-27.42864592,-48.45905918,florianopolis,SC
88034,-27.57977406,-48.51033302,florianopolis,SC
88036,-27.59484144,-48.5177866,florianopolis,SC
88040,-27.60158077,-48.52704181,florianopolis,SC
88063,-27.69130055,-48.48732116,florianopolis,SC
88015,-27.59067452,-48.55731011,florianopolis,SC
88085,-27.60731306,-48.59058003,florianopolis,SC
88015,-27.59322064,-48.5525936,florianopolis,SC
88040,-27.61166082,-48.52432891,florianópolis,SC
88070,-27.5951678,-48.58716412,florianopolis,SC
88015,-27.5915547,-48.5468162,florianopolis,SC
88090,-27.58700898,-48.5936065,florianopolis,SC
88030,-27.5558008,-48.51133869,florianopolis,SC
88037,-27.60066334,-48.51412134,florianopolis,SC
88034,-27.58417792,-48.5021831,florianopolis,SC
88048,-27.6507255,-48.47367633,florianopolis,SC
88062,-27.6259266,-48.48014656,florianopolis,SC
88025,-27.58235992,-48.543672,florianopolis,SC
88048,-27.66302786,-48.49515662,florianopolis,SC
88048,-27.65254902,-48.47391456,florianópolis,SC
88034,-27.57955926,-48.50307721,florianópolis,SC
88040,-27.60459166,-48.51688816,florianopolis,SC
88053,-27.44882108,-48.5331113,florianópolis,SC
88048,-27.65820776,-48.48872381,florianopolis,SC
88090,-27.58493153,-48.59527388,florianopolis,SC
88035,-27.59171505,-48.50665598,florianopolis,SC
88058,-27.42515866,-48.40273757,florianopolis,SC
88034,-27.58962622,-48.49988837,florianopolis,SC
88015,-27.59748394,-48.59301249,florianópolis,SC
88035,-27.59131631,-48.50846726,florianópolis,SC
88066,-27.757575,-48.50971941,florianopolis,SC
88063,-27.66670194,-48.50326724,florianopolis,SC
88015,-27.59234461,-48.55054035,florianópolis,SC
88036,-27.58987486,-48.52212361,florianopolis,SC
88061,-27.59297851,-48.43589648,florianopolis,SC
88010,-27.59413835,-48.55585724,florianopolis,SC
88010,-27.59279547,-48.55639224,florianopolis,SC
88062,-27.62208729,-48.48339342,florianópolis,SC
88052,-27.50364923,-48.49133276,florianopolis,SC
88036,-27.59212407,-48.51797598,florianópolis,SC
88058,-27.44270191,-48.40879685,florianopolis,SC
88015,-27.58540358,-48.5478144,florianopolis,SC
88090,-27.59293261,-48.59406091,florianopolis,SC
88010,-27.5919705,-48.5594764,florianopolis,SC
88034,-27.58488437,-48.49742883,florianópolis,SC
88095,-27.57881903,-48.59871051,florianópolis,SC
