geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
47850,-12.09242283,-45.80677546,luis eduardo magalhaes,BA
47850,-12.08678563,-45.79992414,luis eduardo magalhaes,BA
47850,-12.08117768,-45.80681366,luis eduardo magalhaes,BA
47813,-12.1209393,-45.00141291,barreiras,BA
47802,-12.14858923,-44.99056615,barreiras,BA
47802,-12.14787869,-44.98390104,barreiras,BA
47802,-12.14984711,-44.97973015,barreiras,BA
47800,-12.1378584,-44.9808748,barreiras,BA
47850,-12.09005121,-45.77099618,luis eduardo magalhaes,BA
47810,-12.13214984,-45.01135668,barreiras,BA
47820,-12.3558435,-44.9784675,sao desiderio,BA
47810,-12.13941771,-45.00728542,barreiras,BA
47806,-12.15302381,-44.99376741,barreiras,BA
47801,-12.13237695,-44.98553651,barreiras,BA
47810,-12.13835271,-45.01125647,barreiras,BA
47850,-12.08872432,-45.77576748,luis eduardo magalhaes,BA
47800,-12.14428691,-44.99442836,barreiras,BA
47800,-12.14405816,-44.9919206,barreiras,BA
47850,-12.09134472,-45.78515406,luis eduardo magalhaes,BA
47850,-12.08237019,-45.8151148,luis eduardo magalhaes,BA
47806,-12.15379767,-44.99525899,barreiras,BA
47850,-12.10605474,-45.78251784,luis eduardo magalhaes,BA
47813,-12.12665087,-45.01616138,barreiras,BA
47806,-12.15655417,-44.99335138,barreiras,BA
47805,-12.15078168,-45.00207605,barreiras,BA
47820,-12.750231,-45.315224,sao desiderio,BA
47800,-12.14703055,-44.99609164,barreiras,BA
47845,-12.31391243,-44.8595473,catolândia,BA
47800,-12.13746224,-44.97077005,barreiras,BA
47800,-12.14531458,-44.99075748,barreiras,BA
47803,-12.15486923,-44.98808074,barreiras,BA
47800,-12.14244255,-44.99304978,barreiras,BA
47850,-12.09949978,-45.80082755,luis eduardo magalhaes,BA
47850,-12.09255222,-45.777037,luis eduardo magalhaes,BA
47801,-12.14202083,-44.98891965,barreiras,BA
47850,-12.08754262,-45.79908586,luis eduardo magalhaes,BA
47850,-12.0989287,-45.77737621,luis eduardo magalhaes,BA
47802,-12.14612766,-44.98939466,barreiras,BA
47807,-12.12186289,-45.00163375,barreiras,BA
47802,-12.15404424,-44.98801999,barreiras,BA
47802,-12.14442201,-44.98390814,barreiras,BA
47850,-12.08256508,-45.76929868,luis eduardo magalhaes,BA
47806,-12.1563511,-44.9983076,barreiras,BA
47807,-12.16031464,-45.00114807,barreiras,BA
47800,-12.13793372,-44.97825318,barreiras,BA
47850,-12.08271038,-45.80235973,luis eduardo magalhaes,BA
47850,-12.076818,-45.76297863,luis eduardo magalhaes,BA
47850,-12.139833,-46.013822,luis eduardo magalhaes,BA
47800,-12.14620019,-44.99568502,barreiras,BA
47800,-12.13525913,-44.96920899,barreiras,BA
47850,-12.07678482,-45.75765235,luis eduardo magalhaes,BA
47850,-12.09015977,-45.79611718,luis eduardo magalhaes,BA
47806,-12.15341601,-44.99823787,barreiras,BA
47850,-12.09103615,-45.78207132,luis eduardo magalhaes,BA
47802,-12.15397726,-44.98806221,barreiras,BA
47850,-12.08848099,-45.80843608,luis eduardo magalhaes,BA
47806,-12.1557335,-44.99177456,barreiras,BA
47850,-12.08981166,-45.79734078,luis eduardo magalhaes,BA
47850,-12.07776577,-45.8127016,luis eduardo magalhaes,BA
47850,-12.08656435,-45.7922297,luís eduardo magalhães,BA
47850,-12.08480485,-45.79564065,luis eduardo magalhaes,BA
47803,-12.12715296,-44.96780419,barreiras,BA
47806,-12.15777853,-44.98784972,barreiras,BA
47850,-12.08523722,-45.77922604,luis eduardo magalhaes,BA
47850,-12.09374647,-45.78589092,luis eduardo magalhaes,BA
47850,-12.09227232,-45.80551383,luis eduardo magalhaes,BA
47850,-12.0996053,-45.78724862,luis eduardo magalhaes,BA
47850,-12.08031494,-45.81990127,luis eduardo magalhaes,BA
47805,-12.15078168,-45.00207605,barreiras,BA
47800,-12.14703055,-44.99609164,barreiras,BA
47814,-12.94850051,-38.46063227,barreiras,BA
47802,-12.14836195,-44.98727456,barreiras,BA
47801,-12.13621307,-44.98919091,barreiras,BA
47850,-12.139833,-46.013822,luis eduardo magalhaes,BA
47806,-12.13143287,-45.01410197,barreiras,BA
47850,-12.10395174,-45.78144753,luis eduardo magalhaes,BA
