geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
6056,-23.56388272,-46.78573085,osasco,SP
6040,-23.56511317,-46.78270606,osasco,SP
6086,-23.53758727,-46.78164029,osasco,SP
6083,-23.54341845,-46.78014314,osasco,SP
6018,-23.54382723,-46.77305146,osasco,SP
6020,-23.53538565,-46.76092362,osasco,SP
6020,-23.53538565,-46.76092362,osasco,SP
6018,-23.53855005,-46.77826451,osasco,SP
6090,-23.53268156,-46.77898461,osasco,SP
6038,-23.56304924,-46.78106582,osasco,SP
6065,-23.55374662,-46.78909362,osasco,SP
6086,-23.53175413,-46.78652374,osasco,SP
6075,-23.54734611,-46.78482289,osasco,SP
6033,-23.56152129,-46.77574415,osasco,SP
6026,-23.5500085,-46.76250719,osasco,SP
6056,-23.56469986,-46.78485157,osasco,SP
6070,-23.54942969,-46.77864365,osasco,SP
6050,-23.56137233,-46.7866837,sao paulo,SP
6020,-23.53390455,-46.76068599,osasco,SP
6036,-23.55962102,-46.77555841,osasco,SP
6028,-23.54916925,-46.76491714,osasco,SP
6045,-23.57208512,-46.79284747,osasco,SP
6053,-23.55720269,-46.78277753,osasco,SP
6016,-23.53340831,-46.78054343,osasco,SP
6028,-23.54858293,-46.7665525,osasco,SP
6083,-23.54346768,-46.77941134,osasco,SP
6086,-23.53499963,-46.78438941,osasco,SP
6018,-23.54170876,-46.77602318,osasco,SP
6033,-23.56202795,-46.78086034,osasco,SP
6090,-23.53313756,-46.77996744,osasco,SP
6010,-23.53584321,-46.76406621,osasco,SP
6028,-23.54169149,-46.76940538,osasco,SP
6050,-23.55911269,-46.78624586,osasco,SP
6053,-23.55945462,-46.78972123,osasco,SP
6028,-23.54780871,-46.76391906,osasco,SP
6053,-23.55720269,-46.78277753,osasco,SP
6036,-23.55975922,-46.77569688,osasco,SP
6053,-23.55720269,-46.78277753,osasco,SP
6020,-23.54002136,-46.76229295,osasco,SP
6080,-23.5427642,-46.78402977,osasco,SP
6050,-23.56262525,-46.78910856,osasco,SP
6053,-23.56434798,-46.7953915,osasco,SP
6040,-23.57123286,-46.78774429,osasco,SP
6060,-23.55228129,-46.77961757,osasco,SP
6045,-23.57208512,-46.79284747,osasco,SP
6080,-23.54367976,-46.78614896,osasco,SP
6053,-23.55945462,-46.78972123,osasco,SP
6090,-23.53392261,-46.78113926,osasco,SP
6090,-23.53390621,-46.78337871,osasco,SP
6080,-23.54246527,-46.78137395,osasco,SP
6050,-23.56256498,-46.78862062,osasco,SP
6053,-23.56434798,-46.7953915,osasco,SP
6086,-23.5352306,-46.78423617,osasco,SP
6036,-23.55975922,-46.77569688,osasco,SP
6097,-23.52846669,-46.7799171,osasco,SP
6028,-23.54744326,-46.76524741,osasco,SP
6083,-23.54097765,-46.78105818,osasco,SP
6056,-23.5686914,-46.78561549,osasco,SP
6086,-23.53395594,-46.78482619,osasco,SP
6020,-23.54983116,-46.76076491,osasco,SP
6020,-23.54451827,-46.76278323,osasco,SP
6020,-23.53390455,-46.76068599,osasco,SP
6053,-23.54502947,-46.78220871,osasco,SP
6083,-23.53683437,-46.78551771,osasco,SP
6050,-23.55923952,-46.78359131,osasco,SP
6030,-23.55962625,-46.76615952,osasco,SP
6010,-23.53584321,-46.76406621,osasco,SP
6080,-23.54633181,-46.78762497,osasco,SP
6080,-23.54122287,-46.78296993,osasco,SP
6065,-23.55560525,-46.79138937,osasco,SP
6026,-23.55315487,-46.76515481,osasco,SP
