geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
38412,-18.93876359,-48.30537336,uberlândia,MG
38415,-18.90399452,-48.32355116,uberlandia,MG
38425,-18.98653167,-48.26788225,uberlandia,MG
38408,-18.92333351,-48.23750491,uberlandia,MG
38412,-18.9388563,-48.29976363,uberlândia,MG
38414,-18.91218724,-48.32402253,uberlandia,MG
38405,-18.88798866,-48.24798603,uberlandia,MG
38411,-18.93415246,-48.28933308,uberlandia,MG
38412,-18.96483929,-48.32664017,uberlandia,MG
38401,-18.88960092,-48.28095067,uberlandia,MG
38440,-18.66032475,-48.20181175,araguari,MG
38400,-18.92088899,-48.27655506,uberlandia,MG
38410,-18.94250829,-48.24767307,uberlandia,MG
38406,-18.88711122,-48.23178921,uberlandia,MG
38460,-18.58261654,-47.87546953,cascalho rico,MG
38411,-18.9452447,-48.26437073,uberlandia,MG
38442,-18.62915662,-48.18213377,araguari,MG
38400,-18.92610117,-48.26091401,uberlandia,MG
38410,-18.95457692,-48.22936307,uberlândia,MG
38402,-18.8669687,-48.26777038,uberlandia,MG
38425,-18.992412,-48.26674125,uberlandia,MG
38414,-18.9171405,-48.3228675,uberlandia,MG
38406,-18.88323466,-48.22861604,uberlandia,MG
38407,-18.90913076,-48.20832741,uberlandia,MG
38440,-18.64310702,-48.19471427,araguari,MG
38412,-18.94931368,-48.29388521,uberlandia,MG
38407,-18.91361359,-48.20063579,uberlândia,MG
38402,-18.87468981,-48.27154625,uberlandia,MG
38400,-18.92368762,-48.28917759,uberlandia,MG
38408,-18.9304745,-48.24841416,uberlandia,MG
38415,-18.88970847,-48.3265386,uberlandia,MG
38400,-18.92739676,-48.28725117,uberlândia,MG
38415,-18.88967629,-48.32944797,uberlandia,MG
38440,-18.64267957,-48.1870478,araguari,MG
38405,-18.90200902,-48.241549,uberlandia,MG
38411,-18.94600289,-48.26255249,uberlandia,MG
38401,-18.8830277,-48.29270645,uberlandia,MG
38490,-19.03613637,-47.91896222,indianopolis,MG
38440,-18.65461703,-48.19192307,araguari,MG
38400,-18.92478948,-48.28337041,uberlandia,MG
38444,-18.66529074,-48.20129786,araguari,MG
38402,-18.87625376,-48.26153614,uberlandia,MG
38400,-18.91681172,-48.28371098,uberlandia,MG
38441,-18.65959212,-48.20561561,araguari,MG
38444,-18.6280769,-48.19247937,araguari,MG
38405,-18.88662937,-48.25621011,uberlandia,MG
38440,-18.65152821,-48.18747182,araguari,MG
38401,-18.87080946,-48.28823861,uberlandia,MG
38406,-18.8795908,-48.23259353,uberlandia,MG
38400,-18.90663813,-48.26541292,uberlandia,MG
38415,-18.90268935,-48.33851473,uberlandia,MG
38401,-18.89467599,-48.29772614,uberlandia,MG
38408,-18.92428421,-48.244943,uberlandia,MG
38442,-18.64821598,-48.20334293,araguari,MG
38408,-18.9182991,-48.25277834,uberlandia,MG
38444,-18.63442325,-48.1846817,araguari,MG
38440,-18.6417147,-48.18915567,araguari,MG
38400,-18.9292971,-48.27945957,uberlandia,MG
38410,-18.94615183,-48.2478814,uberlandia,MG
38401,-18.8891174,-48.30574819,uberlandia,MG
38405,-18.88348596,-48.25681793,uberlandia,MG
38408,-18.91443301,-48.25303269,uberlandia,MG
38401,-18.90771278,-48.30333135,uberlandia,MG
38414,-18.91335677,-48.31797502,uberlândia,MG
38440,-18.65498514,-48.19895572,araguari,MG
38415,-18.89873062,-48.32157893,uberlândia,MG
