geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
35670,-19.98871333,-44.43060856,mateus leme,MG
35600,-19.75197645,-45.25882256,bom despacho,MG
35610,-19.46924052,-45.60504083,dores do indaia,MG
35680,-20.0874257,-44.569346,itauna,MG
35681,-20.07267914,-44.56003645,itauna,MG
35680,-20.06401593,-44.54980849,itaúna,MG
35661,-19.87271136,-44.59527861,para de minas,MG
35670,-19.98114858,-44.40823617,mateus leme,MG
35600,-19.73606046,-45.25129886,bom despacho,MG
35622,-18.90531881,-45.53237173,paineiras,MG
35680,-20.06955637,-44.56135679,itauna,MG
35640,-19.22135023,-45.00286007,pompeu,MG
35670,-19.98334145,-44.44330085,mateus leme,MG
35680,-20.07516092,-44.57357672,itauna,MG
35621,-18.7815159,-45.50880851,biquinhas,MG
35622,-18.90163603,-45.53232743,paineiras,MG
35620,-19.1573423,-45.45591365,abaete,MG
35650,-19.69545086,-44.90562263,pitangui,MG
35660,-19.84872866,-44.60559336,para de minas,MG
35650,-19.68674055,-44.87873631,pitangui,MG
35640,-19.23275485,-44.99618013,pompeu,MG
35620,-19.14871912,-45.45600109,abaeté,MG
35600,-19.75081509,-45.25547726,bom despacho,MG
35600,-19.74475131,-45.25584833,bom despacho,MG
35680,-20.07690586,-44.57123436,itauna,MG
35661,-19.87471825,-44.6010263,pará de minas,MG
35670,-19.99628846,-44.42777656,mateus leme,MG
35681,-20.08557133,-44.60621741,itauna,MG
35640,-19.23024517,-45.00798541,pompeu,MG
35622,-18.899421,-45.53530424,paineiras,MG
35661,-19.88683533,-44.60142125,para de minas,MG
35680,-20.07468575,-44.58880731,itauna,MG
35620,-19.15652943,-45.43497742,abaete,MG
35666,-19.51282187,-44.6749848,maravilhas,MG
35670,-19.98938,-44.43114,mateus leme,MG
35603,-19.94557117,-45.16225258,araujos,MG
35680,-20.07255919,-44.57751,itauna,MG
35661,-19.86561083,-44.59580774,pará de minas,MG
35675,-19.95128607,-44.34529157,juatuba,MG
35600,-19.73408159,-45.2505171,bom despacho,MG
35660,-19.87023129,-44.60160254,para de minas,MG
35661,-19.87561617,-44.57531268,para de minas,MG
35680,-20.07030276,-44.58278614,itauna,MG
35675,-19.95503269,-44.33888633,juatuba,MG
35650,-19.68659301,-44.89467483,pitangui,MG
35680,-20.07468904,-44.57014846,itauna,MG
35600,-19.75224053,-45.25275183,bom despacho,MG
35680,-20.07761617,-44.5721837,itauna,MG
35620,-19.15724043,-45.4553616,abaete,MG
35610,-19.47498204,-45.60566299,dores do indaia,MG
35650,-19.67893929,-44.89477136,pitangui,MG
35600,-19.7511993,-45.25343981,bom despacho,MG
35640,-19.24614416,-44.98830887,pompeu,MG
35681,-20.08708201,-44.60759124,itauna,MG
35680,-20.08968922,-44.58383198,itauna,MG
35660,-19.84843224,-44.60558059,para de minas,MG
35620,-19.15362041,-45.44956445,abaete,MG
35620,-19.15709509,-45.43838093,abaete,MG
35657,-19.71952305,-45.02178952,leandro ferreira,MG
35660,-19.84336749,-44.59375105,para de minas,MG
35628,-18.60069938,-45.34520171,morada nova de minas,MG
35681,-20.05326596,-44.56817652,itauna,MG
35640,-19.22483957,-45.00284243,pompeu,MG
35660,-19.83116458,-44.61979535,para de minas,MG
35600,-19.73193751,-45.25989311,bom despacho,MG
35681,-20.08583525,-44.60805209,itaúna,MG
35681,-20.09606374,-44.59991698,itauna,MG
35600,-19.74751906,-45.26437188,bom despacho,MG
35660,-19.86557347,-44.60935317,para de minas,MG
35660,-19.86263038,-44.61181004,para de minas,MG
35657,-19.7168761,-45.02468194,leandro ferreira,MG
35650,-19.67164352,-44.88926029,pitangui,MG
35621,-18.78270132,-45.50821974,biquinhas,MG
35669,-19.44305185,-44.74787389,papagaios,MG
35661,-19.86534496,-44.5811653,para de minas,MG
35660,-19.84164488,-44.59583097,pará de minas,MG
35610,-19.46828286,-45.60543963,dores do indaia,MG
35675,-19.96350302,-44.34791507,juatuba,MG
35600,-19.7312681,-45.2674656,bom despacho,MG
35681,-20.08255879,-44.60776261,itauna,MG
35600,-19.72947534,-45.25424089,bom despacho,MG
35672,-20.00723765,-44.47260454,azurita,MG
35600,-19.75305842,-45.26013138,bom despacho,MG
35680,-20.08676541,-44.577422,itauna,MG
35680,-20.06602333,-44.56122456,itauna,MG
35610,-19.46854872,-45.60229404,dores do indaia,MG
35600,-19.73500958,-45.24960949,bom despacho,MG
35698,-19.95289117,-44.70576654,antunes (igaratinga),MG
35690,-19.89073049,-44.43150055,florestal,MG
35650,-19.68173484,-44.89756395,pitangui,MG
35640,-19.22520772,-45.00051346,pompeu,MG
35685,-20.19724186,-44.41879767,itatiaiucu,MG
35675,-19.9669005,-44.35389675,juatuba,MG
35661,-19.87696211,-44.57416842,para de minas,MG
35603,-19.94766702,-45.16597932,araujos,MG
35604,-19.8391061,-45.4064173,moema,MG
35661,-19.86534432,-44.58279361,para de minas,MG
35680,-20.08668434,-44.57833826,itauna,MG
35600,-19.75188409,-45.25648968,bom despacho,MG
35640,-19.2192721,-45.00040554,pompéu,MG
35661,-19.87471825,-44.6010263,para de minas,MG
35680,-20.07426847,-44.56333225,itauna,MG
35675,-19.96202133,-44.34490007,juatuba,MG
35604,-19.84305664,-45.41141562,moema,MG
35680,-20.07455206,-44.57365271,itauna,MG
35680,-20.09216005,-44.59795788,itaúna,MG
35681,-20.0633665,-44.56609953,itauna,MG
35608,-20.45869132,-45.44170753,alberto isaacson,MG
35670,-19.98662749,-44.41754323,mateus leme,MG
35628,-18.60372934,-45.35709565,morada nova de minas,MG
35675,-19.94209871,-44.34382927,juatuba,MG
35670,-19.99353316,-44.43402158,mateus leme,MG
