geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
15140,-20.73652335,-49.58003988,balsamo,SP
15108,-20.664463,-49.38853504,ipigua,SP
15115,-20.92193881,-49.45505733,bady bassitt,SP
15120,-20.84452132,-49.63995812,neves paulista,SP
15130,-20.81687257,-49.50158764,mirassol,SP
15140,-20.73502412,-49.58237975,balsamo,SP
15130,-20.81528425,-49.47879894,mirassol,SP
15115,-20.92076644,-49.45733045,bady bassitt,SP
15130,-20.81701154,-49.50123911,mirassol,SP
15102,-20.705081,-49.29345648,são josé do rio preto,SP
15110,-20.79659647,-49.22155401,guapiacu,SP
15130,-20.82058952,-49.51068195,mirassol,SP
15170,-20.61419058,-49.66219688,tanabi,SP
15130,-20.82168421,-49.49563226,mirassol,SP
15150,-20.77396057,-49.70306002,monte aprazivel,SP
15130,-20.81649594,-49.51088916,mirassol,SP
15110,-20.79242847,-49.21990909,guapiacu,SP
15130,-20.82331556,-49.50533442,mirassol,SP
15115,-20.91226822,-49.44792018,bady bassitt,SP
15130,-20.81528425,-49.47879894,mirassol,SP
15105,-21.03801255,-49.37473296,potirendaba,SP
15110,-20.78853598,-49.23291895,guapiacu,SP
15145,-20.61247358,-49.4602581,mirassolandia,SP
15130,-20.82546977,-49.50176501,mirassol,SP
15130,-20.81528425,-49.47879894,mirassol,SP
15130,-20.81391855,-49.50612306,mirassol,SP
15155,-20.89223471,-49.56943894,jaci,SP
15104,-21.59992259,-46.88109408,sao jose do rio preto,SP
15170,-20.61829957,-49.65882738,tanabi,SP
15110,-20.80859188,-49.22954423,guapiacu,SP
15138,-20.82624538,-49.4972667,mirassol,SP
15102,-20.81079706,-49.38945456,sao jose do rio preto,SP
15110,-20.80200018,-49.22857924,guapiacu,SP
15150,-20.77143125,-49.7146073,monte aprazivel,SP
15130,-20.81866773,-49.49182252,mirassol,SP
15130,-20.82742661,-49.48953415,mirassol,SP
15170,-20.6254984,-49.65915173,tanabi,SP
15110,-20.79465481,-49.21843433,guapiacu,SP
15110,-20.79591749,-49.218589,guapiacu,SP
15120,-20.84294465,-49.6357521,neves paulista,SP
15190,-20.69433386,-50.04669287,nhandeara,SP
15140,-20.73259971,-49.57968906,balsamo,SP
15105,-21.04095193,-49.37973269,potirendaba,SP
15115,-20.90926814,-49.44742767,bady bassitt,SP
15190,-20.69494875,-50.04338946,nhandeara,SP
15137,-20.81579607,-49.49559903,mirassol,SP
15130,-20.81591934,-49.52325838,mirassol,SP
15150,-20.77187613,-49.71774301,monte aprazível,SP
15130,-20.83815897,-49.48702838,mirassol,SP
15170,-20.63129416,-49.63795531,tanabi,SP
15115,-20.91623953,-49.44643323,bady bassitt,SP
15140,-20.73977246,-49.57491442,balsamo,SP
15110,-20.79089309,-49.21839235,guapiacu,SP
15150,-20.76320544,-49.70479138,monte aprazivel,SP
15110,-20.7882685,-49.22896479,guapiacu,SP
15130,-20.82147868,-49.51395204,mirassol,SP
15130,-20.81521341,-49.51696881,mirassol,SP
15190,-20.69145273,-50.03885004,nhandeara,SP
15130,-20.81744326,-49.51281619,mirassol,SP
15110,-20.78864099,-49.22621587,guapiaçu,SP
15170,-20.62100356,-49.65199499,tanabi,SP
15170,-20.62409689,-49.65460975,tanabi,SP
15110,-20.78853598,-49.23291895,guapiacu,SP
15110,-20.79286181,-49.22353408,guapiacu,SP
15150,-20.77640476,-49.70106289,monte aprazivel,SP
15110,-20.78847229,-49.22684794,guapiacu,SP
15130,-20.81984776,-49.48177903,mirassol,SP
15130,-20.80964193,-49.50662813,mirassol,SP
15115,-20.91058591,-49.45330612,bady bassitt,SP
15140,-20.73939504,-49.58109476,balsamo,SP
15110,-20.79402343,-49.22033312,guapiacu,SP
15150,-20.7611055,-49.71684375,monte aprazivel,SP
15130,-20.8096311,-49.52923862,mirassol,SP
15110,-20.79872285,-49.22433099,guapiacu,SP
15130,-20.8195785,-49.5270675,mirassol,SP
15145,-20.61404974,-49.46097863,mirassolandia,SP
15131,-20.81333484,-49.53041338,mirassol,SP
15110,-20.7842659,-49.223798,guapiacu,SP
15105,-21.0434194,-49.379503,potirendaba,SP
15105,-21.05061778,-49.37524345,potirendaba,SP
15130,-20.81924777,-49.49376483,mirassol,SP
15170,-20.62658132,-49.64166459,tanabi,SP
15130,-20.82122859,-49.4967593,mirassol,SP
15130,-20.81528425,-49.47879894,mirassol,SP
15120,-20.84741788,-49.63200751,neves paulista,SP
15130,-20.80380797,-49.50035332,mirassol,SP
15170,-20.61918197,-49.65679961,tanabi,SP
15110,-20.79239441,-49.22065064,guapiacu,SP
15110,-20.79363372,-49.21690345,guapiacu,SP
15120,-20.849049,-49.63253632,neves paulista,SP
15170,-20.62054451,-49.65109351,tanabi,SP
15110,-20.79533353,-49.22722088,guapiacu,SP
15110,-20.79425997,-49.22070603,guapiacu,SP
15120,-20.8403331,-49.6307287,neves paulista,SP
15170,-20.62963619,-49.64957625,tanabi,SP
15105,-21.05379033,-49.37354997,potirendaba,SP
15150,-20.77039106,-49.7155328,monte aprazivel,SP
15130,-20.80647185,-49.50812534,mirassol,SP
15120,-20.84741742,-49.62049497,neves paulista,SP
15130,-20.81227982,-49.50868985,mirassol,SP
15180,-20.65893907,-49.92149888,sebastianopolis do sul,SP
15140,-20.73799232,-49.58512413,balsamo,SP
15150,-20.76529079,-49.7119592,monte aprazivel,SP
15132,-20.80864759,-49.52100391,mirassol,SP
15120,-20.84967643,-49.61863691,neves paulista,SP
15130,-20.81880143,-49.50951461,mirassol,SP
15190,-20.69642352,-50.03499317,nhandeara,SP
15130,-20.80114091,-49.50126488,mirassol,SP
15190,-20.69088967,-50.04158073,nhandeara,SP
15155,-20.8911015,-49.572144,jaci,SP
15110,-20.79701261,-49.22044616,guapiacu,SP
15130,-20.81190034,-49.52907745,mirassol,SP
15130,-20.81232294,-49.49281306,mirassol,SP
15130,-20.82132842,-49.479309,mirassol,SP
15170,-20.62120806,-49.65353986,tanabi,SP
15140,-20.73966816,-49.58596852,bálsamo,SP
15130,-20.81544224,-49.51165951,mirassol,SP
15120,-20.84275024,-49.63025373,neves paulista,SP
15115,-20.9188884,-49.45590408,bady bassitt,SP
15130,-20.800238,-49.55536956,mirassol,SP
15120,-20.84607541,-49.6318344,neves paulista,SP
15130,-20.80964193,-49.50662813,mirassol,SP
15170,-20.61414748,-49.66294396,tanabi,SP
15105,-21.048574,-49.37339697,potirendaba,SP
15130,-20.81760444,-49.50886722,mirassol,SP
15110,-20.79424814,-49.22285195,guapiacu,SP
15130,-20.81887444,-49.51060637,mirassol,SP
15130,-20.81040475,-49.52912821,mirassol,SP
15180,-20.65508561,-49.9202541,sebastianopolis do sul,SP
15150,-20.77322258,-49.70822071,monte aprazivel,SP
15102,-20.53120867,-47.38761492,são josé do rio preto,SP
15145,-20.61519,-49.46959533,mirassolandia,SP
15150,-20.76252331,-49.70424374,monte aprazivel,SP
15170,-20.62577501,-49.64201015,tanabi,SP
15115,-20.91657636,-49.45092985,bady bassitt,SP
15145,-20.61776104,-49.46659856,mirassolandia,SP
15110,-20.79420462,-49.22239548,guapiacu,SP
15190,-20.69738787,-50.04109,nhandeara,SP
15105,-21.0418321,-49.37394798,potirendaba,SP
15140,-20.73648715,-49.58513785,balsamo,SP
15170,-20.62722669,-49.65120047,tanabi,SP
15120,-20.84275703,-49.63053475,neves paulista,SP
15110,-20.78847229,-49.22684794,guapiacu,SP
15130,-20.80958707,-49.51525571,mirassol,SP
15150,-20.773935,-49.7044395,monte aprazivel,SP
15102,-20.70686975,-49.29440985,sao jose do rio preto,SP
15130,-20.81844054,-49.49818348,mirassol,SP
15105,-21.04957651,-49.3802752,potirendaba,SP
15130,-20.83248158,-49.49466442,mirassol,SP
15105,-21.04888743,-49.37176337,potirendaba,SP
15115,-20.9104876,-49.4494389,bady bassitt,SP
15140,-20.73467839,-49.5873566,balsamo,SP
15120,-20.83893852,-49.63083332,neves paulista,SP
15130,-20.80954205,-49.53012389,mirassol,SP
15170,-20.62708694,-49.65006804,tanabi,SP
15130,-20.80728717,-49.49971419,mirassol,SP
15160,-20.78687692,-49.81361316,poloni,SP
15170,-20.62030898,-49.6579296,tanabi,SP
15130,-20.83253525,-49.49466612,mirassol,SP
15130,-20.80314558,-49.4940921,mirassol,SP
15130,-20.82233572,-49.51906758,mirassol,SP
15130,-20.81873299,-49.50918165,mirassol,SP
15130,-20.81459013,-49.51037672,mirassol,SP
15155,-20.88796591,-49.57082196,jaci,SP
15105,-21.04644277,-49.37190769,potirendaba,SP
15160,-20.78344075,-49.81680914,poloni,SP
15150,-20.75920502,-49.70439768,monte aprazivel,SP
15108,-20.66534951,-49.38957787,ipigua,SP
15140,-20.73906039,-49.58083748,balsamo,SP
15130,-20.82092592,-49.50152247,mirassol,SP
15120,-20.84056903,-49.63066935,neves paulista,SP
15130,-20.81857883,-49.51004456,mirassol,SP
