geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
91780,-30.20866553,-51.17502608,porto alegre,RS
91755,-30.16039673,-51.20051634,porto alegre,RS
91790,-30.15468894,-51.13125571,porto alegre,RS
91790,-30.14765319,-51.15272533,porto alegre,RS
91770,-30.15030617,-51.21457007,porto alegre,RS
91788,-30.1519786,-51.15851372,porto alegre,RS
91787,-30.1584065,-51.17081825,porto alegre,RS
91780,-30.21043923,-51.19204307,porto alegre,RS
91787,-30.23335984,-51.09860221,porto alegre,RS
91755,-30.16319916,-51.19034795,porto alegre,RS
91760,-30.12463083,-51.23208448,porto alegre,RS
91751,-30.13380825,-51.22167558,porto alegre,RS
91780,-30.18495709,-51.19965949,porto alegre,RS
91750,-30.1259774,-51.21136017,porto alegre,RS
91770,-30.14721666,-51.20866792,porto alegre,RS
91787,-30.15303554,-51.16515303,porto alegre,RS
91795,-30.15635011,-51.14672905,porto alegre,RS
91750,-30.12475317,-51.20839052,porto alegre,RS
91787,-30.16008,-51.17624024,porto alegre,RS
91710,-30.07353279,-51.18778527,porto alegre,RS
91787,-30.15583353,-51.16686244,porto alegre,RS
91755,-30.15772445,-51.19764842,porto alegre,RS
91710,-30.07524965,-51.18830349,porto alegre,RS
91787,-30.161754,-51.1738533,porto alegre,RS
91720,-30.07757067,-51.20417135,porto alegre,RS
91760,-30.1410174,-51.22196593,porto alegre,RS
91790,-30.16393895,-51.15153604,porto alegre,RS
91712,-30.11584,-51.1791,porto alegre,RS
91760,-30.12504638,-51.23557205,porto alegre,RS
91790,-30.15882665,-51.14081039,porto alegre,RS
91740,-30.10595798,-51.22494241,porto alegre,RS
91790,-30.1660628,-51.14688524,porto alegre,RS
91710,-30.07697812,-51.19369219,porto alegre,RS
91751,-30.12002953,-51.22391974,porto alegre,RS
91770,-30.14736216,-51.21743577,porto alegre,RS
91780,-30.18162861,-51.18587054,porto alegre,RS
91760,-30.13075489,-51.22683324,porto alegre,RS
91751,-30.12003293,-51.22420407,porto alegre,RS
91710,-30.0826776,-51.19483795,porto alegre,RS
91781,-30.18499864,-51.17471678,porto alegre,RS
91760,-30.12272518,-51.252163,porto alegre,RS
91712,-30.09578724,-51.17451448,porto alegre,RS
91720,-30.08288615,-51.2069093,porto alegre,RS
91787,-30.08048727,-51.13166045,porto alegre,RS
91760,-30.12831696,-51.23925716,porto alegre,RS
91787,-30.11276355,-51.15860366,porto alegre,RS
91750,-30.12741022,-51.20847676,porto alegre,RS
91755,-30.15889209,-51.19944254,porto alegre,RS
91770,-30.1499574,-51.20990534,porto alegre,RS
91787,-30.15080762,-51.16529891,porto alegre,RS
91787,-30.11621768,-51.17316657,porto alegre,RS
91781,-30.18499864,-51.17471678,porto alegre,RS
91720,-30.08911534,-51.20802962,porto alegre,RS
91780,-30.16067203,-51.18660943,porto alegre,RS
91750,-30.14194495,-51.19693638,porto alegre,RS
91760,-30.1240119,-51.24626208,porto alegre,RS
91755,-30.1566769,-51.20075584,porto alegre,RS
91751,-30.13361819,-51.22283658,porto alegre,RS
91780,-30.18422045,-51.21655202,porto alegre,RS
91751,-30.13053274,-51.21534249,porto alegre,RS
91750,-30.14554269,-51.2031912,porto alegre,RS
91770,-30.14851001,-51.21294947,porto alegre,RS
91760,-30.12568926,-51.23686306,porto alegre,RS
91750,-30.12692032,-51.21485809,porto alegre,RS
91740,-30.10508498,-51.22517191,porto alegre,RS
91712,-30.11400379,-51.18522581,porto alegre,RS
91751,-30.12003293,-51.22420407,porto alegre,RS
91790,-30.16598948,-51.14658654,porto alegre,RS
91740,-30.1001204,-51.22520081,porto alegre,RS
91781,-30.18499864,-51.17471678,porto alegre,RS
91781,-30.18499864,-51.17471678,porto alegre,RS
91760,-30.12819832,-51.22624029,porto alegre,RS
91760,-30.13266191,-51.2296828,porto alegre,RS
91720,-30.08248433,-51.20835155,porto alegre,RS
91792,-30.1556835,-51.1426125,porto alegre,RS
91793,-30.14978047,-51.1365556,porto alegre,RS
91755,-30.14778313,-51.20215512,porto alegre,RS
91760,-30.13120593,-51.225973,porto alegre,RS
91778,-30.17596236,-51.18325519,porto alegre,RS
91720,-30.07745172,-51.20443138,porto alegre,RS
91712,-30.11423368,-51.18152457,porto alegre,RS
91720,-30.0804984,-51.2009572,porto alegre,RS
91720,-30.0867826,-51.20514977,porto alegre,RS
91787,-30.15257747,-51.17228897,porto alegre,RS
91755,-30.1626167,-51.19704996,porto alegre,RS
91770,-30.1595097,-51.22006433,porto alegre,RS
91780,-30.20705889,-51.17775494,porto alegre,RS
91760,-30.12668984,-51.24276443,porto alegre,RS
91720,-30.07940959,-51.2086164,porto alegre,RS
91790,-30.15300345,-51.14831498,porto alegre,RS
91770,-30.1583722,-51.22225225,porto alegre,RS
91770,-30.14712937,-51.20991874,porto alegre,RS
91788,-30.15639652,-51.16536922,porto alegre,RS
91720,-30.08716081,-51.21152817,porto alegre,RS
91740,-30.11513509,-51.2255089,porto alegre,RS
91760,-30.13326591,-51.23096197,porto alegre,RS
91750,-30.12952087,-51.19981132,porto alegre,RS
91720,-30.09246435,-51.2224729,porto alegre,RS
91750,-30.13117237,-51.19823595,porto alegre,RS
91751,-30.12003293,-51.22420407,porto alegre,RS
91751,-30.13808178,-51.22008323,porto alegre,RS
91720,-30.07806876,-51.20581113,porto alegre,RS
91787,-30.12233552,-51.1748837,porto alegre,RS
91710,-30.07587012,-51.20031495,porto alegre,RS
91788,-30.15532303,-51.18022839,porto alegre,RS
91751,-30.12003293,-51.22420407,porto alegre,RS
91787,-30.19429004,-51.12777956,porto alegre,RS
91770,-30.1627755,-51.219612,porto alegre,RS
91760,-30.1240119,-51.24626208,porto alegre,RS
91770,-30.15214566,-51.22073333,porto alegre,RS
91710,-30.07354918,-51.18755673,porto alegre,RS
91790,-30.16394973,-51.13607979,porto alegre,RS
91740,-30.1145889,-51.21968053,porto alegre,RS
91781,-30.18499864,-51.17471678,porto alegre,RS
91751,-30.13696796,-51.20887468,porto alegre,RS
91790,-30.039282,-51.15689872,porto alegre,RS
91795,-30.15353749,-51.15206235,porto alegre,RS
91740,-30.11513509,-51.2255089,porto alegre,RS
91780,-30.21095562,-51.18186268,porto alegre,RS
91770,-30.14323482,-51.21654126,porto alegre,RS
91760,-30.12276937,-51.25278673,porto alegre,RS
91787,-30.1610895,-51.170481,porto alegre,RS
91710,-30.07957192,-51.19149325,porto alegre,RS
91720,-30.08954253,-51.21665736,porto alegre,RS
91770,-30.18254376,-51.20904806,porto alegre,RS
91790,-30.16011562,-51.13519387,porto alegre,RS
91720,-30.08963632,-51.21453815,porto alegre,RS
91760,-30.12383081,-51.23741358,porto alegre,RS
91740,-30.09967901,-51.23127858,porto alegre,RS
91740,-30.10263506,-51.22473692,porto alegre,RS
91740,-30.0994579,-51.22735996,porto alegre,RS
91740,-30.11461599,-51.21243024,porto alegre,RS
91751,-30.12003293,-51.22420407,porto alegre,RS
91750,-30.1259774,-51.21136017,porto alegre,RS
91751,-30.12782207,-51.22261918,porto alegre,RS
91787,-30.08048727,-51.13166045,porto alegre,RS
91740,-30.10045768,-51.22490496,porto alegre,RS
91792,-30.155682,-51.1426115,porto alegre,RS
91720,-30.08531334,-51.20135665,porto alegre,RS
91760,-30.13522035,-51.23259211,porto alegre,RS
91740,-30.10985821,-51.20892146,porto alegre,RS
91787,-30.15484947,-51.17046283,porto alegre,RS
91740,-30.0977506,-51.22608154,porto alegre,RS
91787,-30.11402371,-51.16645142,porto alegre,RS
91792,-30.15354309,-51.14291033,porto alegre,RS
91778,-30.17472036,-51.18442617,porto alegre,RS
91750,-30.12555525,-51.20722551,porto alegre,RS
91740,-30.11513509,-51.2255089,porto alegre,RS
91790,-30.15045402,-51.13421266,porto alegre,RS
91760,-30.13095386,-51.22704271,porto alegre,RS
91750,-30.12250006,-51.21536288,porto alegre,RS
91740,-30.11467772,-51.21238655,porto alegre,RS
91750,-30.12739222,-51.20835976,porto alegre,RS
91787,-30.16266606,-51.17107871,porto alegre,RS
91770,-30.16299214,-51.21843954,porto alegre,RS
91760,-30.12409462,-51.23663245,porto alegre,RS
91770,-30.16287359,-51.22282863,porto alegre,RS
91787,-30.15616777,-51.18329361,porto alegre,RS
91760,-30.13522035,-51.23259211,porto alegre,RS
91740,-30.11035382,-51.19562396,porto alegre,RS
91787,-30.19421308,-51.12782676,porto alegre,RS
91755,-30.16753223,-51.19353723,porto alegre,RS
91720,-30.09366794,-51.22137244,porto alegre,RS
91760,-30.12246225,-51.25607405,porto alegre,RS
91787,-30.11834489,-51.15930676,porto alegre,RS
91770,-30.14781615,-51.2193822,porto alegre,RS
91790,-30.1578184,-51.14275919,porto alegre,RS
91712,-30.10015012,-51.18846261,porto alegre,RS
91720,-30.08456751,-51.20978315,porto alegre,RS
91770,-30.15053713,-51.2178386,porto alegre,RS
91710,-30.07453082,-51.19322505,porto alegre,RS
91786,-30.17646813,-51.17617126,porto alegre,RS
91720,-30.09154129,-51.22072365,porto alegre,RS
91760,-30.13006931,-51.23313665,porto alegre,RS
91780,-30.18070176,-51.18013104,porto alegre,RS
91740,-30.1008863,-51.22958318,porto alegre,RS
91788,-30.15918959,-51.16073343,porto alegre,RS
91770,-30.14460776,-51.21402118,porto alegre,RS
91788,-30.15368518,-51.17473606,porto alegre,RS
91787,-30.13859062,-51.09275832,porto alegre,RS
91787,-30.162564,-51.17245872,porto alegre,RS
91740,-30.11646146,-51.20867217,porto alegre,RS
91755,-30.15304315,-51.20083733,porto alegre,RS
91720,-30.07793376,-51.20613513,porto alegre,RS
91790,-30.15058293,-51.14564314,porto alegre,RS
91755,-30.16540695,-51.19032713,porto alegre,RS
91787,-30.15583247,-51.16674192,porto alegre,RS
91781,-30.18499864,-51.17471678,porto alegre,RS
91750,-30.12582,-51.219089,porto alegre,RS
91760,-30.12506086,-51.24416211,porto alegre,RS
91793,-30.14738892,-51.15196479,porto alegre,RS
91720,-30.09002757,-51.21875937,porto alegre,RS
91751,-30.12003293,-51.22420407,porto alegre,RS
91790,-30.14633553,-51.14289877,porto alegre,RS
91740,-30.10745137,-51.22265781,porto alegre,RS
91740,-30.10901039,-51.20926396,porto alegre,RS
