geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
3286,-23.58785905,-46.53527269,sao paulo,SP
3205,-23.600147,-46.56610281,sao paulo,SP
3277,-23.5853811,-46.54514647,são paulo,SP
3281,-23.58833883,-46.54343506,sao paulo,SP
3262,-23.58760606,-46.54977151,sao paulo,SP
3260,-23.60367828,-46.51546033,sao paulo,SP
3279,-23.58713596,-46.53941698,sao paulo,SP
3267,-23.60103674,-46.52876739,sao paulo,SP
3267,-23.60142444,-46.53052087,sao paulo,SP
3286,-23.59356023,-46.53679951,sao paulo,SP
3227,-23.5836875,-46.56976175,sao paulo,SP
3266,-23.59677663,-46.53765485,sao paulo,SP
3226,-23.59090081,-46.56904834,sao paulo,SP
3223,-23.58859157,-46.56089175,sao paulo,SP
3286,-23.59324988,-46.53658694,sao paulo,SP
3227,-23.58720842,-46.57190822,sao paulo,SP
3274,-23.57933873,-46.5571801,sao paulo,SP
3276,-23.57870475,-46.54581878,são paulo,SP
3257,-23.60648067,-46.52604271,sao paulo,SP
3203,-23.59770535,-46.56780181,sao paulo,SP
3287,-23.59604489,-46.53358912,sao paulo,SP
3287,-23.59582053,-46.53468576,sao paulo,SP
3283,-23.58819501,-46.54038466,sao paulo,SP
3238,-23.593977,-46.54852042,sao paulo,SP
3261,-23.58850076,-46.55245443,sao paulo,SP
3275,-23.57792339,-46.55679035,sao paulo,SP
3241,-23.60047882,-46.54719955,sao paulo,SP
3281,-23.58946106,-46.54260019,sao paulo,SP
3275,-23.58308158,-46.54401303,sao paulo,SP
3204,-23.59651027,-46.55611903,sao paulo,SP
3225,-23.58921301,-46.55637903,são paulo,SP
3225,-23.58748937,-46.55625062,são paulo,SP
3273,-23.57777646,-46.55995077,sao paulo,SP
3245,-23.60827669,-46.53510305,sao paulo,SP
3240,-23.60006394,-46.54746195,sao paulo,SP
3272,-23.60195508,-46.51432723,sao paulo,SP
3268,-23.60011111,-46.52332393,sao paulo,SP
3227,-23.58816038,-46.5683692,sao paulo,SP
3220,-23.60878975,-46.52367085,sao paulo,SP
3287,-23.59804519,-46.53246958,sao paulo,SP
3205,-23.60272643,-46.56895856,sao paulo,SP
3236,-23.59229333,-46.55367149,são paulo,SP
3281,-23.58976975,-46.54237832,sao paulo,SP
3205,-23.60220269,-46.56591888,sao paulo,SP
3259,-23.60310655,-46.52037188,são paulo,SP
3264,-23.59213856,-46.54657919,sao paulo,SP
3239,-23.59479694,-46.54722902,sao paulo,SP
3272,-23.60224271,-46.51555617,sao paulo,SP
3251,-23.60685516,-46.5368525,sao paulo,SP
3209,-23.60358296,-46.55427519,sao paulo,SP
3254,-23.61111352,-46.53203271,sao paulo,SP
3220,-23.60402499,-46.52401417,sao paulo,SP
3250,-23.60633657,-46.53170378,sao paulo,SP
3244,-23.60404289,-46.54036048,sao paulo,SP
3260,-23.60341842,-46.51648111,sao paulo,SP
3278,-23.58199685,-46.54295938,sao paulo,SP
3236,-23.59491828,-46.55410359,são paulo,SP
3225,-23.58417999,-46.5566343,sao paulo,SP
3220,-23.60402499,-46.52401417,sao paulo,SP
3249,-23.60306958,-46.53444526,sao paulo,SP
3275,-23.57735278,-46.55254396,sao paulo,SP
3220,-23.60874805,-46.52362915,sao paulo,SP
3201,-23.59838494,-46.57445357,sao paulo,SP
3280,-23.5842652,-46.53648618,são paulo,SP
3284,-23.5879567,-46.53781582,são paulo,SP
3275,-23.58062017,-46.55044714,sao paulo,SP
3210,-23.60120145,-46.54908782,sao paulo,SP
3283,-23.58952786,-46.5389101,são paulo,SP
3209,-23.60288138,-46.56078964,sao paulo,SP
3236,-23.58950291,-46.55417195,sao paulo,SP
3222,-23.58671681,-46.5610144,sao paulo,SP
3251,-23.61099586,-46.53694006,são paulo,SP
3275,-23.58735269,-46.53320166,sao paulo,SP
3238,-23.59210124,-46.54854178,sao paulo,SP
3282,-23.59721117,-46.53036983,sao paulo,SP
3209,-23.60288138,-46.56078964,sao paulo,SP
3223,-23.58808445,-46.55991577,sao paulo,SP
3211,-23.598306,-46.55631098,sao paulo,SP
3264,-23.59268521,-46.54294763,são paulo,SP
3227,-23.5868239,-46.56934517,sao paulo,SP
3273,-23.57724312,-46.55985221,são paulo,SP
3203,-23.60106796,-46.5682345,sao paulo,SP
3210,-23.5974148,-46.56289076,são paulo,SP
3220,-23.60886294,-46.52374016,sao paulo,SP
3227,-23.58944603,-46.57000201,sao paulo,SP
3220,-23.60695263,-46.52256383,sao paulo,SP
3214,-23.60878208,-46.55962199,sao paulo,SP
3239,-23.59714147,-46.54697474,sao paulo,SP
3261,-23.58653101,-46.55170432,são paulo,SP
3207,-23.60284995,-46.56573547,sao paulo,SP
3239,-23.59714147,-46.54697474,sao paulo,SP
3251,-23.60525689,-46.53605692,sao paulo,SP
3205,-23.59975822,-46.56533032,sao paulo,SP
3222,-23.5838661,-46.56263295,sao paulo,SP
3216,-23.60686512,-46.55510886,sao paulo,SP
3222,-23.5838661,-46.56263295,sao paulo,SP
3272,-23.60146349,-46.51436932,sao paulo,SP
